idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
nabzını tutmak,İnsanların nabzını ne için tutarsın?,idiom,1.0,4,0,0,"[1, 4]","['nabzını', 'tutarsın']","['insan', 'nabız', 'ne', 'içmek', 'tutmak', '?']","['İnsanların', 'nabzını', 'ne', 'için', 'tutarsın', '?']"
nabzını tutmak,Şerbeti tutmuş bir tatlı görünce nabzı tavan yapıyor.,nonidiom,1.0,1,0,0,"[5, 1]","['nabzı', 'tutmuş']","['şerbet', 'tutmak', 'bir', 'Tat', 'görmek', 'nabız', 'tavan', 'yapmak', '.']","['Şerbeti', 'tutmuş', 'bir', 'tatlı', 'görünce', 'nabzı', 'tavan', 'yapıyor', '.']"
nabzını tutmak,Şube müdürleri reel sektörün nabzını tutmak için çalışmalara başladı.,idiom,1.0,4,0,0,"[4, 5]","['nabzını', 'tutmak']","['şube', 'müdür', 'reel', 'sektör', 'nabız', 'tutmak', 'içmek', 'çalışmak', 'başlamak', '.']","['Şube', 'müdürleri', 'reel', 'sektörün', 'nabzını', 'tutmak', 'için', 'çalışmalara', 'başladı', '.']"
ortaya atmak,Durup durup orta yerinden atmasına sinir oluyorum.,nonidiom,0.0,0,2,1,"[2, 4]","['orta', 'atmasına']","['durmak', 'durmak', 'orta', 'yer', 'atmak', 'sinir', 'olmak', '.']","['Durup', 'durup', 'orta', 'yerinden', 'atmasına', 'sinir', 'oluyorum', '.']"
ortaya atmak,Eve gelir gelmez çoraplarını salonun ortasına atıyor.,nonidiom,1.0,3,0,0,"[5, 6]","['ortasına', 'atıyor']","['ev', 'gelir', 'gelmek', 'çorap', 'salon', 'orta', 'atmak', '.']","['Eve', 'gelir', 'gelmez', 'çoraplarını', 'salonun', 'ortasına', 'atıyor', '.']"
ortaya atmak,Her dakika yeni bir fikir atma ortaya!,idiom,0.6666666666666666,2,0,1,"[6, 5]","['ortaya', 'atma']","['her', 'dakika', 'yeni', 'bir', 'fikir', 'atmak', 'orta', '!']","['Her', 'dakika', 'yeni', 'bir', 'fikir', 'atma', 'ortaya', '!']"
ortaya atmak,"Herkes bir fikir ortaya atsın, sonra oylama yapalım.",idiom,0.5,1,0,1,"[3, 4]","['ortaya', 'atsın']","['herkes', 'bir', 'fikir', 'orta', 'atmak', ',', 'sonra', 'oylamak', 'yapmak', '.']","['Herkes', 'bir', 'fikir', 'ortaya', 'atsın', ',', 'sonra', 'oylama', 'yapalım', '.']"
ortaya atmak,O mu ortaya atmış bu aptal fikri?,idiom,0.0,0,0,0,"[2, 3]","['ortaya', 'atmış']","['o', 'mu', 'orta', 'atmak', 'bu', 'aptal', 'fikir', '?']","['O', 'mu', 'ortaya', 'atmış', 'bu', 'aptal', 'fikri', '?']"
ortaya atmak,Ortalığı kızıştıracak düşünceler ortaya atarak köşesine çekildi.,idiom,0.5,1,0,1,"[3, 4]","['ortaya', 'atarak']","['orta', 'kızışmak', 'düşünce', 'orta', 'atmak', 'köşe', 'çekilmek', '.']","['Ortalığı', 'kızıştıracak', 'düşünceler', 'ortaya', 'atarak', 'köşesine', 'çekildi', '.']"
ortaya atmak,Ortasına attığı taşla camı tuz buz etti.,nonidiom,0.6666666666666666,2,0,1,"[0, 1]","['Ortasına', 'attığı']","['orta', 'atmak', 'taşlamak', 'cam', 'tuz', 'buz', 'et', '.']","['Ortasına', 'attığı', 'taşla', 'camı', 'tuz', 'buz', 'etti', '.']"
ortaya atmak,Ortaya attığı düşüncelerle dünyanın geleceğini değiştirdi.,idiom,0.6666666666666666,2,0,1,"[0, 1]","['Ortaya', 'attığı']","['orta', 'atmak', 'düşünce', 'dünya', 'gelecek', 'değişmek', '.']","['Ortaya', 'attığı', 'düşüncelerle', 'dünyanın', 'geleceğini', 'değiştirdi', '.']"
ortaya atmak,Ortaya attığı fikirlerin hiçbirini değerlendirmedi.,idiom,0.6666666666666666,2,0,1,"[0, 1]","['Ortaya', 'attığı']","['orta', 'atmak', 'fikir', 'hiçbiri', 'Değer', '.']","['Ortaya', 'attığı', 'fikirlerin', 'hiçbirini', 'değerlendirmedi', '.']"
ortaya atmak,Ortaya attığı fikirlerle herkesi düşünmeye sevk etti.,idiom,0.6666666666666666,2,0,1,"[0, 1]","['Ortaya', 'attığı']","['orta', 'atmak', 'fikir', 'herkes', 'düşünmek', 'sevk', 'et', '.']","['Ortaya', 'attığı', 'fikirlerle', 'herkesi', 'düşünmeye', 'sevk', 'etti', '.']"
ortaya atmak,Ortaya attığın fikir çok saçma.,idiom,1.0,3,0,0,"[0, 1]","['Ortaya', 'attığın']","['orta', 'atmak', 'fikir', 'çok', 'saçma', '.']","['Ortaya', 'attığın', 'fikir', 'çok', 'saçma', '.']"
ortaya atmak,Ortaya attığın fikirler cok değerli mutlaka üzerinde çalışacağız.,idiom,0.6666666666666666,2,0,1,"[0, 1]","['Ortaya', 'attığın']","['orta', 'atmak', 'fikir', 'cok', 'Değer', 'mutlak', 'üzerinde', 'çalışmak', '.']","['Ortaya', 'attığın', 'fikirler', 'cok', 'değerli', 'mutlaka', 'üzerinde', 'çalışacağız', '.']"
ortaya atmak,Ortaya attığın simit tüm kuşları ürküttü.,nonidiom,0.6666666666666666,2,0,1,"[0, 1]","['Ortaya', 'attığın']","['orta', 'atmak', 'simit', 'tüm', 'kuşlar', 'ürkütmek', '.']","['Ortaya', 'attığın', 'simit', 'tüm', 'kuşları', 'ürküttü', '.']"
ortaya atmak,Ortaya atılan fikirlerden en mantıklısını uygulayacağız.,idiom,0.6666666666666666,2,0,1,"[0, 1]","['Ortaya', 'atılan']","['orta', 'atmak', 'fikir', 'en', 'mantık', 'uygulamak', '.']","['Ortaya', 'atılan', 'fikirlerden', 'en', 'mantıklısını', 'uygulayacağız', '.']"
ortaya atmak,Ortaya atılan görüşü desteklemiyorum,idiom,1.0,3,0,0,"[0, 1]","['Ortaya', 'atılan']","['orta', 'atmak', 'görüş', 'desteklemek']","['Ortaya', 'atılan', 'görüşü', 'desteklemiyorum']"
ortaya atmak,Ortaya kart atmak bu oyunun ilk kuralı.,nonidiom,0.6666666666666666,2,0,1,"[0, 2]","['Ortaya', 'atmak']","['orta', 'kart', 'atmak', 'bu', 'oyun', 'ilk', 'kura', '.']","['Ortaya', 'kart', 'atmak', 'bu', 'oyunun', 'ilk', 'kuralı', '.']"
ortaya atmak,Ortaya yeni bir fikir attı.,idiom,1.0,2,0,0,"[0, 4]","['Ortaya', 'attı']","['orta', 'yeni', 'bir', 'fikir', 'atmak', '.']","['Ortaya', 'yeni', 'bir', 'fikir', 'attı', '.']"
ortaya atmak,Potanın tam ortasına attığı topla üç sayı aldı.,nonidiom,1.0,3,0,0,"[2, 3]","['ortasına', 'attığı']","['pota', 'tam', 'orta', 'atmak', 'top', 'üç', 'say', 'almak', '.']","['Potanın', 'tam', 'ortasına', 'attığı', 'topla', 'üç', 'sayı', 'aldı', '.']"
ortaya atmak,"Servet Bey, apartmana çıkmak emelini ciddi bir tasavvur halinde ortaya atmıştı.",idiom,1.0,3,0,0,"[10, 11]","['ortaya', 'atmıştı']","['servet', 'bey', ',', 'apartman', 'çıkmak', 'emel', 'ciddi', 'bir', 'tasavvur', 'hâl', 'orta', 'atmak', '.']","['Servet', 'Bey', ',', 'apartmana', 'çıkmak', 'emelini', 'ciddi', 'bir', 'tasavvur', 'halinde', 'ortaya', 'atmıştı', '.']"
ortaya atmak,Sorunun çözümü için iki tane yeni hipotez ortaya attı.,idiom,1.0,3,0,0,"[7, 8]","['ortaya', 'attı']","['soru', 'çözüm', 'iç', 'iki', 'tane', 'yeni', 'hipotez', 'orta', 'atmak', '.']","['Sorunun', 'çözümü', 'için', 'iki', 'tane', 'yeni', 'hipotez', 'ortaya', 'attı', '.']"
ortaya atmak,Toplantıda sorun için öneri ortaya attılar.,idiom,1.0,3,0,0,"[4, 5]","['ortaya', 'attılar']","['toplantı', 'soru', 'iç', 'Öner', 'orta', 'atmak', '.']","['Toplantıda', 'sorun', 'için', 'öneri', 'ortaya', 'attılar', '.']"
ortaya atmak,Topu ikisinin ortasına doğru attı.,nonidiom,0.6666666666666666,2,0,1,"[2, 4]","['ortasına', 'attı']","['top', 'iki', 'orta', 'doğru', 'atmak', '.']","['Topu', 'ikisinin', 'ortasına', 'doğru', 'attı', '.']"
ortaya atmak,Topu ortaya atarak kimin yakalayacağını izliyorduk.,nonidiom,0.6666666666666666,2,0,1,"[1, 2]","['ortaya', 'atarak']","['top', 'orta', 'atmak', 'kim', 'yakalamak', 'izlemek', '.']","['Topu', 'ortaya', 'atarak', 'kimin', 'yakalayacağını', 'izliyorduk', '.']"
ortaya atmak,Topu tam ortaya atma ki tutamasın.,nonidiom,0.6666666666666666,2,0,1,"[2, 3]","['ortaya', 'atma']","['top', 'tam', 'orta', 'atmak', 'ki', 'tutam', '.']","['Topu', 'tam', 'ortaya', 'atma', 'ki', 'tutamasın', '.']"
ortaya atmak,Yaptıklarınla kendini ortaya atmış olmuyorsun.,nonidiom,0.6666666666666666,2,0,1,"[2, 3]","['ortaya', 'atmış']","['yapmak', 'kendi', 'orta', 'atmak', 'olmak', '.']","['Yaptıklarınla', 'kendini', 'ortaya', 'atmış', 'olmuyorsun', '.']"
ortaya atmak,Yeni bir düşünce ortaya attı.,idiom,0.6666666666666666,2,0,1,"[3, 4]","['ortaya', 'attı']","['yeni', 'bir', 'düşmek', 'orta', 'atmak', '.']","['Yeni', 'bir', 'düşünce', 'ortaya', 'attı', '.']"
ortaya atmak,Çoğunu birden denizin ortasına attı.,nonidiom,0.6666666666666666,2,0,1,"[3, 4]","['ortasına', 'attı']","['çoğu', 'bir', 'de', 'orta', 'atmak', '.']","['Çoğunu', 'birden', 'denizin', 'ortasına', 'attı', '.']"
ortaya atmak,Şapka ve paltosunu olduğu gibi ortaya attı,nonidiom,0.6666666666666666,2,0,1,"[5, 6]","['ortaya', 'attı']","['şapka', 've', 'palto', 'olmak', 'gibi', 'orta', 'atmak']","['Şapka', 've', 'paltosunu', 'olduğu', 'gibi', 'ortaya', 'attı']"
ortaya koymak,Albümün ortasına sevdiğim parçayı koydum,nonidiom,1.0,2,0,0,"[1, 4]","['ortasına', 'koydum']","['albüm', 'orta', 'sevmek', 'parça', 'koymak']","['Albümün', 'ortasına', 'sevdiğim', 'parçayı', 'koydum']"
ortaya koymak,"Anayasa oylamasında, son belediye, cumhurbaşkanlığı ve genel seçimlerde ortaya koyduğu mızıkçı, uzlaşmaz tavırları, düşük performansı ve inandırıcı olamamasıyla iyice milletin gözünden düşmesi de bunun için.",idiom,0.3333333333333333,1,2,0,"[10, 11]","['ortaya', 'koyduğu']","['anayasa', 'oylamak', ',', 'son', 'belediye', ',', 'cumhurbaşkanlığı', 've', 'genel', 'seçim', 'orta', 'koymak', 'mızıkçı', ',', 'uz', 'tavır', ',', 'düşük', 'performans', 've', 'inanmak', 'olmak', 'iyi', 'millet', 'göz', 'düşmek', 'de', 'bun', 'iç', '.']","['Anayasa', 'oylamasında', ',', 'son', 'belediye', ',', 'cumhurbaşkanlığı', 've', 'genel', 'seçimlerde', 'ortaya', 'koyduğu', 'mızıkçı', ',', 'uzlaşmaz', 'tavırları', ',', 'düşük', 'performansı', 've', 'inandırıcı', 'olamamasıyla', 'iyice', 'milletin', 'gözünden', 'düşmesi', 'de', 'bunun', 'için', '.']"
ortaya koymak,Annesi salonun ortasına koyduğu çantasını bir an önce kaldırması gerektiğini söyledi.,nonidiom,0.75,3,1,0,"[2, 3]","['ortasına', 'koyduğu']","['Anne', 'salon', 'orta', 'koymak', 'çanta', 'bir', 'anmak', 'ön', 'kalmak', 'gerekmek', 'söylemek', '.']","['Annesi', 'salonun', 'ortasına', 'koyduğu', 'çantasını', 'bir', 'an', 'önce', 'kaldırması', 'gerektiğini', 'söyledi', '.']"
ortaya koymak,Ansızın ortaya telefon koydu,nonidiom,1.0,3,0,0,"[1, 3]","['ortaya', 'koydu']","['ansızın', 'orta', 'telefon', 'koymak']","['Ansızın', 'ortaya', 'telefon', 'koydu']"
ortaya koymak,Arabayı caddenin ortasına koyup gitmiş.,nonidiom,1.0,2,0,0,"[2, 3]","['ortasına', 'koyup']","['araba', 'cadde', 'orta', 'koymak', 'gitmek', '.']","['Arabayı', 'caddenin', 'ortasına', 'koyup', 'gitmiş', '.']"
ortaya koymak,Araştırmalar doğal dil işleme yöntemlerinin yabancı dil öğrenen kişilere büyük rahatlıklar sağladığını ortaya koyuyor.,idiom,1.0,3,0,0,"[12, 13]","['ortaya', 'koyuyor']","['araştır', 'doğal', 'dil', 'işle', 'yöntem', 'yabancı', 'dil', 'öğren', 'kişi', 'büyük', 'rahatlık', 'sağla', 'orta', 'koy', '.']","['Araştırmalar', 'doğal', 'dil', 'işleme', 'yöntemlerinin', 'yabancı', 'dil', 'öğrenen', 'kişilere', 'büyük', 'rahatlıklar', 'sağladığını', 'ortaya', 'koyuyor', '.']"
ortaya koymak,Arkadaşım erikleri ortaya koyup beraber yemeyi teklif etti.,nonidiom,1.0,3,0,0,"[2, 3]","['ortaya', 'koyup']","['arkadaş', 'erik', 'orta', 'koy', 'beraber', 'ye', 'teklif', 'et', '.']","['Arkadaşım', 'erikleri', 'ortaya', 'koyup', 'beraber', 'yemeyi', 'teklif', 'etti', '.']"
ortaya koymak,Ataştırmalar ortaya koyuyor ki eğitim sistemi günden güne kötüleşiyor,nonidiom,0.0,0,3,0,"[1, 2]","['ortaya', 'koyuyor']","['Ataştırmalar', 'orta', 'koymak', 'ki', 'eğitim', 'sistem', 'gün', 'gün', 'kötü']","['Ataştırmalar', 'ortaya', 'koyuyor', 'ki', 'eğitim', 'sistemi', 'günden', 'güne', 'kötüleşiyor']"
ortaya koymak,Ayakkabının ortasına taban koydum,nonidiom,0.6666666666666666,2,1,0,"[1, 3]","['ortasına', 'koydum']","['ayakkabı', 'orta', 'taba', 'koymak']","['Ayakkabının', 'ortasına', 'taban', 'koydum']"
ortaya koymak,Babam eve masa tenisi almış getirdi salonun ortasına koydu böyle tam ortasına.,nonidiom,0.6666666666666666,2,1,0,"[7, 8]","['ortasına', 'koydu']","['baba', 'ev', 'masa', 'tenis', 'al', 'getirmek', 'salon', 'orta', 'koymak', 'böyle', 'tam', 'orta', '.']","['Babam', 'eve', 'masa', 'tenisi', 'almış', 'getirdi', 'salonun', 'ortasına', 'koydu', 'böyle', 'tam', 'ortasına', '.']"
ortaya koymak,Bardağı masanın ortasına hışımla koydu.,nonidiom,1.0,3,0,0,"[2, 4]","['ortasına', 'koydu']","['bardak', 'masa', 'orta', 'hış', 'koy', '.']","['Bardağı', 'masanın', 'ortasına', 'hışımla', 'koydu', '.']"
ortaya koymak,Bardağı tepsinin ortasına koydu.,nonidiom,1.0,3,0,0,"[2, 3]","['ortasına', 'koydu']","['bardak', 'tepsi', 'orta', 'koymak', '.']","['Bardağı', 'tepsinin', 'ortasına', 'koydu', '.']"
ortaya koymak,Bağımlılar arasında ortaya evini koyan insanlar bile vardı.,idiom,1.0,3,0,0,"[2, 4]","['ortaya', 'koyan']","['bağımlı', 'ara', 'orta', 'ev', 'koy', 'insan', 'bile', 'var', '.']","['Bağımlılar', 'arasında', 'ortaya', 'evini', 'koyan', 'insanlar', 'bile', 'vardı', '.']"
ortaya koymak,Başsavcılık delilleri ortaya koysun.,idiom,1.0,1,0,0,"[2, 3]","['ortaya', 'koysun']","['başsavcılık', 'delil', 'orta', 'koy', '.']","['Başsavcılık', 'delilleri', 'ortaya', 'koysun', '.']"
ortaya koymak,"Baştan evlilik sözleşmesini ortaya koyacaksın ki, bakalım seni ne kadar sevdiğini ispat etsin.",idiom,0.0,0,0,0,"[3, 4]","['ortaya', 'koyacaksın']","['baştan', 'evlilik', 'sözleşme', 'orta', 'koy', 'ki', ',', 'bak', 'sen', 'ne', 'kadar', 'sev', 'ispat', 'et', '.']","['Baştan', 'evlilik', 'sözleşmesini', 'ortaya', 'koyacaksın', 'ki', ',', 'bakalım', 'seni', 'ne', 'kadar', 'sevdiğini', 'ispat', 'etsin', '.']"
ortaya koymak,Ben başarımı ortaya koydum.,idiom,1.0,2,0,0,"[2, 3]","['ortaya', 'koydum']","['ben', 'başarım', 'orta', 'koy', '.']","['Ben', 'başarımı', 'ortaya', 'koydum', '.']"
ortaya koymak,Ben fikri ortaya koydum beğenen alır,idiom,1.0,3,0,0,"[2, 3]","['ortaya', 'koydum']","['ben', 'fikir', 'orta', 'koymak', 'beğenmek', 'almak']","['Ben', 'fikri', 'ortaya', 'koydum', 'beğenen', 'alır']"
ortaya koymak,"Ben fikrimi ortaya koyarım, beğenen alır gider, beğenmeyen bırakır kaçar.",idiom,1.0,3,0,0,"[2, 3]","['ortaya', 'koyarım']","['ben', 'fikir', 'orta', 'koymak', ',', 'beğenmek', 'almak', 'gider', ',', 'beğenmek', 'bırakmak', 'kaçmak', '.']","['Ben', 'fikrimi', 'ortaya', 'koyarım', ',', 'beğenen', 'alır', 'gider', ',', 'beğenmeyen', 'bırakır', 'kaçar', '.']"
ortaya koymak,"Ben lafımı ortaya koyarım, beğenen alır gider beğenmeyen bırakır kaçar.",nonidiom,0.5,1,1,0,"[2, 3]","['ortaya', 'koyarım']","['ben', 'lafım', 'orta', 'koy', ',', 'beğen', 'al', 'gider', 'beğen', 'bırak', 'kaç', '.']","['Ben', 'lafımı', 'ortaya', 'koyarım', ',', 'beğenen', 'alır', 'gider', 'beğenmeyen', 'bırakır', 'kaçar', '.']"
ortaya koymak,Bilim adamlarının ortaya koyduğu son çalışmaya göre ayda su çıkabileceği belirtildi,idiom,1.0,3,0,0,"[2, 3]","['ortaya', 'koyduğu']","['bilim', 'adam', 'orta', 'koymak', 'son', 'çalışmak', 'göre', 'Ay', 'su', 'çıkmak', 'belirtmek']","['Bilim', 'adamlarının', 'ortaya', 'koyduğu', 'son', 'çalışmaya', 'göre', 'ayda', 'su', 'çıkabileceği', 'belirtildi']"
ortaya koymak,Bir masada hararetli bir tartısma varsa ortaya bir poşet cekirdek koy yeter.,nonidiom,0.6666666666666666,2,1,0,"[6, 10]","['ortaya', 'koy']","['bir', 'masa', 'hararet', 'bir', 'tartısma', 'var', 'orta', 'bir', 'poşet', 'cekirdek', 'koymak', 'yeter', '.']","['Bir', 'masada', 'hararetli', 'bir', 'tartısma', 'varsa', 'ortaya', 'bir', 'poşet', 'cekirdek', 'koy', 'yeter', '.']"
ortaya koymak,"Bireyin kendisi, aklının ürettiği ve ortaya koyduğu eserler kutsal addedilemezler.",idiom,0.6666666666666666,2,1,0,"[6, 7]","['ortaya', 'koyduğu']","['birey', 'kendi', ',', 'Ak', 'üretmek', 've', 'orta', 'koymak', 'eser', 'Kutsal', 'addetmek', '.']","['Bireyin', 'kendisi', ',', 'aklının', 'ürettiği', 've', 'ortaya', 'koyduğu', 'eserler', 'kutsal', 'addedilemezler', '.']"
ortaya koymak,Bizim ortaya koyduğumuz 13 maddeye evet diyen herkes bizim dostumuzdur.,idiom,1.0,2,0,0,"[1, 2]","['ortaya', 'koyduğumuz']","['biz', 'orta', 'koy', '13', 'madde', 'evet', 'de', 'herkes', 'biz', 'dost', 'i', '.']","['Bizim', 'ortaya', 'koyduğumuz', '13', 'maddeye', 'evet', 'diyen', 'herkes', 'bizim', 'dostumuz', 'dur', '.']"
ortaya koymak,Blöf yapıp yoğunu ortaya koyunca rakibi koyunca rakibi de korkup çekilme kararı aldı.,idiom,0.0,0,2,0,"[3, 4]","['ortaya', 'koyunca']","['blöf', 'yapmak', 'yok', 'orta', 'koymak', 'Rakîb', 'koymak', 'Rakîb', 'de', 'korkmak', 'çekilmek', 'karar', 'al', '.']","['Blöf', 'yapıp', 'yoğunu', 'ortaya', 'koyunca', 'rakibi', 'koyunca', 'rakibi', 'de', 'korkup', 'çekilme', 'kararı', 'aldı', '.']"
ortaya koymak,Bu iş için hayatını ortaya koymaya hazır mısın gerçekten?,idiom,1.0,1,0,0,"[4, 5]","['ortaya', 'koymaya']","['bu', 'iş', 'için', 'hayat', 'orta', 'koy', 'hazır', 'mı', 'gerçekten', '?']","['Bu', 'iş', 'için', 'hayatını', 'ortaya', 'koymaya', 'hazır', 'mısın', 'gerçekten', '?']"
ortaya koymak,Bu işi alabilmek için varını yoğunu ortaya koydu.,idiom,1.0,3,0,0,"[6, 7]","['ortaya', 'koydu']","['bu', 'iş', 'al', 'için', 'varın', 'yoğ', 'orta', 'koy', '.']","['Bu', 'işi', 'alabilmek', 'için', 'varını', 'yoğunu', 'ortaya', 'koydu', '.']"
ortaya koymak,Bu kadar fazla efor ortaya koymasaydın bu iş olmazdı.,idiom,0.6666666666666666,2,1,0,"[4, 5]","['ortaya', 'koymasaydın']","['bu', 'Kadar', 'fazla', 'efor', 'orta', 'koymak', 'bu', 'iş', 'olmaz', '.']","['Bu', 'kadar', 'fazla', 'efor', 'ortaya', 'koymasaydın', 'bu', 'iş', 'olmazdı', '.']"
ortaya koymak,Bu memleketin gerçek sahipleridir onlar temiz kalplilerin ortaya vefalarını koyduğu büyük bi davaya inanmış bir nesildir.,idiom,0.6666666666666666,2,1,0,"[7, 9]","['ortaya', 'koyduğu']","['bu', 'memleket', 'gerçek', 'sahip', 'o', 'te', 'kalp', 'orta', 'vefa', 'koymak', 'Büyük', 'bi', 'dava', 'inanmak', 'bir', 'nesil', '.']","['Bu', 'memleketin', 'gerçek', 'sahipleridir', 'onlar', 'temiz', 'kalplilerin', 'ortaya', 'vefalarını', 'koyduğu', 'büyük', 'bi', 'davaya', 'inanmış', 'bir', 'nesildir', '.']"
ortaya koymak,Bu sefer ortaya ne koyacaksın bakalım?,idiom,0.0,0,0,0,"[2, 4]","['ortaya', 'koyacaksın']","['bu', 'sefer', 'orta', 'ne', 'koy', 'bak', '?']","['Bu', 'sefer', 'ortaya', 'ne', 'koyacaksın', 'bakalım', '?']"
ortaya koymak,Bu yarışta derece alarak ne kadar yetenekli olduğunu ortaya koydu.,idiom,1.0,2,0,0,"[8, 9]","['ortaya', 'koydu']","['bu', 'yarış', 'derece', 'al', 'ne', 'kadar', 'yetenekli', 'ol', 'orta', 'koy', '.']","['Bu', 'yarışta', 'derece', 'alarak', 'ne', 'kadar', 'yetenekli', 'olduğunu', 'ortaya', 'koydu', '.']"
ortaya koymak,"Bu yazıda; mahkemelerin, kovuşturma aşamasında ortaya koyulması istenen deliller hakkında karar verirken, izlemesi gereken usul incelenecektir.",idiom,1.0,2,0,0,"[7, 8]","['ortaya', 'koyulması']","['bu', 'yazı', ';', 'mahkeme', ',', 'kovuş', 'aş', 'orta', 'koy', 'iste', 'delil', 'hak', 'karar', 'ver', ',', 'izle', 'gerek', 'usul', 'incele', 'i', '.']","['Bu', 'yazıda', ';', 'mahkemelerin', ',', 'kovuşturma', 'aşamasında', 'ortaya', 'koyulması', 'istenen', 'deliller', 'hakkında', 'karar', 'verirken', ',', 'izlemesi', 'gereken', 'usul', 'incelenecek', 'tir', '.']"
ortaya koymak,Bugün ortaya koyulan hiçbir işten memnun değilim.,idiom,1.0,3,0,0,"[1, 2]","['ortaya', 'koyulan']","['bugün', 'orta', 'koy', 'hiçbir', 'işten', 'memnun', 'değil', '.']","['Bugün', 'ortaya', 'koyulan', 'hiçbir', 'işten', 'memnun', 'değilim', '.']"
ortaya koymak,Bugüne kadar ortaya koyduğunu ne var ki?,idiom,0.6666666666666666,2,1,0,"[2, 3]","['ortaya', 'koyduğunu']","['bugün', 'kadar', 'orta', 'koy', 'ne', 'var', 'ki', '?']","['Bugüne', 'kadar', 'ortaya', 'koyduğunu', 'ne', 'var', 'ki', '?']"
ortaya koymak,Bugüne kadar zor zamanlarda hep ortaya koyduğumuz dayanışmanın en güzel örneklerini yine bu süreçte sergiliyoruz.,idiom,1.0,3,0,0,"[5, 6]","['ortaya', 'koyduğumuz']","['bugün', 'kadar', 'zor', 'zaman', 'hep', 'orta', 'koy', 'dayanışma', 'en', 'güzel', 'örnek', 'yine', 'bu', 'süreç', 'serg', '.']","['Bugüne', 'kadar', 'zor', 'zamanlarda', 'hep', 'ortaya', 'koyduğumuz', 'dayanışmanın', 'en', 'güzel', 'örneklerini', 'yine', 'bu', 'süreçte', 'sergiliyoruz', '.']"
ortaya koymak,Bunca yıllık emeğinden sonra ortaya koyduğu eser okurlarında hayal kırıklığı yarattı.,idiom,1.0,2,0,0,"[4, 5]","['ortaya', 'koyduğu']","['bunca', 'yıl', 'emek', 'sonra', 'orta', 'koymak', 'eser', 'okur', 'Hayal', 'kırık', 'yaramak', '.']","['Bunca', 'yıllık', 'emeğinden', 'sonra', 'ortaya', 'koyduğu', 'eser', 'okurlarında', 'hayal', 'kırıklığı', 'yarattı', '.']"
ortaya koymak,Bütün birikimimi ortaya mı koymamı istiyorsun?,idiom,1.0,1,0,0,"[2, 4]","['ortaya', 'koymamı']","['bütün', 'birik', 'orta', 'mı', 'koy', 'iste', '?']","['Bütün', 'birikimimi', 'ortaya', 'mı', 'koymamı', 'istiyorsun', '?']"
ortaya koymak,Bütün hünerlerini ortaya koydu!,idiom,1.0,2,0,0,"[2, 3]","['ortaya', 'koydu']","['bütün', 'hüner', 'orta', 'koy', '!']","['Bütün', 'hünerlerini', 'ortaya', 'koydu', '!']"
ortaya koymak,"Bütün insanlık Efendimizin ortaya koyduğu değerlerle huzura ulaşacak, nesiller O’nun izinde saadet bulacaktır.",idiom,0.6666666666666666,2,1,0,"[3, 4]","['ortaya', 'koyduğu']","['bütün', 'insan', 'efendi', 'orta', 'koymak', 'değer', 'huzur', 'U', ',', 'nesil', 'o', '', 'nun', 'izin', 'saadet', 'bulmak', '.']","['Bütün', 'insanlık', 'Efendimizin', 'ortaya', 'koyduğu', 'değerlerle', 'huzura', 'ulaşacak', ',', 'nesiller', 'O', '’', 'nun', 'izinde', 'saadet', 'bulacaktır', '.']"
ortaya koymak,Caddenin ortasına direk koymuşlar,nonidiom,1.0,1,0,0,"[1, 3]","['ortasına', 'koymuşlar']","['cadde', 'orta', 'direk', 'koy']","['Caddenin', 'ortasına', 'direk', 'koymuşlar']"
ortaya koymak,Camı tam ortaya çok hassas bir şekilde koymalısın.,nonidiom,1.0,4,0,0,"[2, 7]","['ortaya', 'koymalısın']","['camı', 'tam', 'orta', 'çok', 'hassas', 'bir', 'şekil', 'koy', '.']","['Camı', 'tam', 'ortaya', 'çok', 'hassas', 'bir', 'şekilde', 'koymalısın', '.']"
ortaya koymak,Cebindekileri çıkartıp masanın ortasına koydu.,nonidiom,1.0,3,0,0,"[4, 5]","['ortasına', 'koydu']","['cep', 'ki', 'çıkar', 'masa', 'orta', 'koy', '.']","['Cebinde', 'kileri', 'çıkartıp', 'masanın', 'ortasına', 'koydu', '.']"
ortaya koymak,"Cumhuriyet, sadece bir bağımsızlık mücadelesi değildi, Türk halkı için, Türk milleti için ortaya koyulan bir refah mücadelesiydi.",idiom,1.0,2,0,0,"[15, 16]","['ortaya', 'koyulan']","['cumhuriyet', ',', 'sade', 'bir', 'bağımsız', 'Mücadele', 'değil', ',', 'Türk', 'halk', 'iç', ',', 'Türk', 'millet', 'iç', 'orta', 'koymak', 'bir', 'Refah', 'Mücadele', '.']","['Cumhuriyet', ',', 'sadece', 'bir', 'bağımsızlık', 'mücadelesi', 'değildi', ',', 'Türk', 'halkı', 'için', ',', 'Türk', 'milleti', 'için', 'ortaya', 'koyulan', 'bir', 'refah', 'mücadelesiydi', '.']"
