idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
Far leva,È ingiusto fare leva sulla generosità altrui,idiom,1.0,1,0,0,"[2, 3]","['fare', 'leva']","['essere', 'ingiusto', 'fare', 'leva', 'sulla', 'generosità', 'altrui']","['È', 'ingiusto', 'fare', 'leva', 'sulla', 'generosità', 'altrui']"
Gettare la spugna,"""Giuseppe ti sto per gettare la spugna addosso, smettila di superarmi e fammi vincere""",idiom,1.0,3,0,0,"[5, 6, 7]","['gettare', 'la', 'spugna']","['""', 'Giuseppe', 'ti', 'stare', 'per', 'gettare', 'la', 'spugna', 'addossare', ',', 'smettere', 'di', 'superare', 'e', 'fare', 'vincere', '""']","['""', 'Giuseppe', 'ti', 'sto', 'per', 'gettare', 'la', 'spugna', 'addosso', ',', 'smettila', 'di', 'superarmi', 'e', 'fammi', 'vincere', '""']"
Gettare la spugna,"3 posto, getta la spugna",idiom,0.6666666666666666,2,1,0,"[3, 4, 5]","['getta', 'la', 'spugna']","['3', 'posto', ',', 'gettare', 'la', 'spugna']","['3', 'posto', ',', 'getta', 'la', 'spugna']"
Gettare la spugna,A gettare la spugna ci vuole poco,idiom,1.0,4,0,0,"[1, 2, 3]","['gettare', 'la', 'spugna']","['a', 'gettare', 'la', 'spugna', 'ci', 'volere', 'poco']","['A', 'gettare', 'la', 'spugna', 'ci', 'vuole', 'poco']"
Gettare la spugna,Abbiamo rischiato di gettare subito la spugna.,idiom,0.3333333333333333,1,2,0,"[3, 5, 6]","['gettare', 'la', 'spugna']","['avere', 'rischiare', 'di', 'gettare', 'subito', 'la', 'spugna', '.']","['Abbiamo', 'rischiato', 'di', 'gettare', 'subito', 'la', 'spugna', '.']"
Gettare la spugna,"Accetta la sconfitta, non barare, al massimo getta la spugna se non riesci ad eguagliarmi",idiom,0.6666666666666666,2,1,0,"[9, 10, 11]","['getta', 'la', 'spugna']","['accettare', 'la', 'sconfitta', ',', 'non', 'barare', ',', 'al', 'massimo', 'gettare', 'la', 'spugna', 'se', 'non', 'riuscire', 'ad', 'eguagliare']","['Accetta', 'la', 'sconfitta', ',', 'non', 'barare', ',', 'al', 'massimo', 'getta', 'la', 'spugna', 'se', 'non', 'riesci', 'ad', 'eguagliarmi']"
Gettare la spugna,Accettare una sconfitta non è sinonimo di gettare la spugna ma di grande maturità,idiom,0.6666666666666666,2,1,0,"[7, 8, 9]","['gettare', 'la', 'spugna']","['accettare', 'una', 'sconfitta', 'non', 'essere', 'sinonimo', 'di', 'gettare', 'la', 'spugna', 'ma', 'di', 'grande', 'maturità']","['Accettare', 'una', 'sconfitta', 'non', 'è', 'sinonimo', 'di', 'gettare', 'la', 'spugna', 'ma', 'di', 'grande', 'maturità']"
Gettare la spugna,"Adesso basta, voglio gettare la spugna",idiom,1.0,5,0,0,"[4, 5, 6]","['gettare', 'la', 'spugna']","['adesso', 'bastare', ',', 'volere', 'gettare', 'la', 'spugna']","['Adesso', 'basta', ',', 'voglio', 'gettare', 'la', 'spugna']"
Gettare la spugna,Al liceo alcuni professori mi inducevano indirettamente a gettare la spugna,idiom,1.0,3,0,0,"[8, 9, 10]","['gettare', 'la', 'spugna']","['al', 'liceo', 'alcun', 'professore', 'mi', 'indurre', 'indirettamente', 'a', 'gettare', 'la', 'spugna']","['Al', 'liceo', 'alcuni', 'professori', 'mi', 'inducevano', 'indirettamente', 'a', 'gettare', 'la', 'spugna']"
Gettare la spugna,Al primo errore ho gettato la spugna.,idiom,0.75,3,1,0,"[4, 5, 6]","['gettato', 'la', 'spugna']","['al', 'primo', 'errore', 'avere', 'gettare', 'la', 'spugna', '.']","['Al', 'primo', 'errore', 'ho', 'gettato', 'la', 'spugna', '.']"
Gettare la spugna,"Al supermercato, nel reparto pulizie, ho preso le pezze e ho gettato la spugna per terra, che imbarazzo!",nonidiom,0.8,4,1,0,"[13, 14, 15]","['gettato', 'la', 'spugna']","['al', 'supermercato', ',', 'nel', 'reparto', 'pulizia', ',', 'avere', 'prendere', 'la', 'pezza', 'e', 'avere', 'gettare', 'la', 'spugna', 'per', 'terra', ',', 'che', 'imbarazzo', '!']","['Al', 'supermercato', ',', 'nel', 'reparto', 'pulizie', ',', 'ho', 'preso', 'le', 'pezze', 'e', 'ho', 'gettato', 'la', 'spugna', 'per', 'terra', ',', 'che', 'imbarazzo', '!']"
Gettare la spugna,Alcuni utenti di questo bot non vogliono gettare la spugna.,idiom,0.3333333333333333,1,2,0,"[7, 8, 9]","['gettare', 'la', 'spugna']","['alcun', 'utente', 'di', 'questo', 'bot', 'non', 'volere', 'gettare', 'la', 'spugna', '.']","['Alcuni', 'utenti', 'di', 'questo', 'bot', 'non', 'vogliono', 'gettare', 'la', 'spugna', '.']"
Gettare la spugna,"All'ennesima scusa, ho gettato la spugna e sono andato via.",idiom,1.0,3,0,0,"[5, 6, 7]","['gettato', 'la', 'spugna']","[""all'"", 'ennesimo', 'scusa', ',', 'avere', 'gettare', 'la', 'spugna', 'e', 'essere', 'andare', 'via', '.']","[""All'"", 'ennesima', 'scusa', ',', 'ho', 'gettato', 'la', 'spugna', 'e', 'sono', 'andato', 'via', '.']"
Gettare la spugna,Alla prima difficoltà ho gettato la spugna.,idiom,0.75,3,1,0,"[4, 5, 6]","['gettato', 'la', 'spugna']","['alla', 'primo', 'difficoltà', 'avere', 'gettare', 'la', 'spugna', '.']","['Alla', 'prima', 'difficoltà', 'ho', 'gettato', 'la', 'spugna', '.']"
Gettare la spugna,"Alla prima difficoltà, ha gettato immediatamente la spugna",idiom,1.0,4,0,0,"[5, 7, 8]","['gettato', 'la', 'spugna']","['alla', 'prima', 'difficoltà', ',', 'avere', 'gettare', 'immediatamente', 'la', 'spugna']","['Alla', 'prima', 'difficoltà', ',', 'ha', 'gettato', 'immediatamente', 'la', 'spugna']"
Gettare la spugna,Alla terza bocciatura ho gettato la spugna.,idiom,0.8,4,1,0,"[4, 5, 6]","['gettato', 'la', 'spugna']","['alla', 'terzo', 'bocciatura', 'avere', 'gettare', 'la', 'spugna', '.']","['Alla', 'terza', 'bocciatura', 'ho', 'gettato', 'la', 'spugna', '.']"
Gettare la spugna,Allora vuoi gettare la spugna proprio ora?,idiom,0.8,4,1,0,"[2, 3, 4]","['gettare', 'la', 'spugna']","['allora', 'volere', 'gettare', 'la', 'spugna', 'proprio', 'ora', '?']","['Allora', 'vuoi', 'gettare', 'la', 'spugna', 'proprio', 'ora', '?']"
Gettare la spugna,"Anche quando mancano le energie,non bisogna mai gettare la spugna",idiom,0.8,4,1,0,"[9, 10, 11]","['gettare', 'la', 'spugna']","['anche', 'quando', 'mancare', 'la', 'energia', ',', 'non', 'bisognare', 'mai', 'gettare', 'la', 'spugna']","['Anche', 'quando', 'mancano', 'le', 'energie', ',', 'non', 'bisogna', 'mai', 'gettare', 'la', 'spugna']"
Gettare la spugna,"Anche se hai perso la motivazione, non gettare la spugna.",idiom,0.8,4,1,0,"[8, 9, 10]","['gettare', 'la', 'spugna']","['anche', 'se', 'avere', 'perdere', 'la', 'motivazione', ',', 'non', 'gettare', 'la', 'spugna', '.']","['Anche', 'se', 'hai', 'perso', 'la', 'motivazione', ',', 'non', 'gettare', 'la', 'spugna', '.']"
Gettare la spugna,"Anche se non volete gettare ancora la spugna, vincerò io",idiom,1.0,3,0,0,"[4, 6, 7]","['gettare', 'la', 'spugna']","['anche', 'se', 'non', 'volere', 'gettare', 'ancora', 'la', 'spugna', ',', 'vincere', 'io']","['Anche', 'se', 'non', 'volete', 'gettare', 'ancora', 'la', 'spugna', ',', 'vincerò', 'io']"
Gettare la spugna,Arrendersi equivale a gettare la spugna,idiom,1.0,4,0,0,"[3, 4, 5]","['gettare', 'la', 'spugna']","['arrendere', 'equivalere', 'a', 'gettare', 'la', 'spugna']","['Arrendersi', 'equivale', 'a', 'gettare', 'la', 'spugna']"
Gettare la spugna,Aspetto mezzanotte per gettare la spugna,idiom,0.5,1,1,0,"[3, 4, 5]","['gettare', 'la', 'spugna']","['aspettare', 'mezzanotte', 'per', 'gettare', 'la', 'spugna']","['Aspetto', 'mezzanotte', 'per', 'gettare', 'la', 'spugna']"
Gettare la spugna,Avendo poca autostima di sè ha gettato subito la spugna .,idiom,0.75,3,1,0,"[6, 8, 9]","['gettato', 'la', 'spugna']","['avere', 'poco', 'autostima', 'di', 'sè', 'avere', 'gettare', 'subito', 'la', 'spugna', '.']","['Avendo', 'poca', 'autostima', 'di', 'sè', 'ha', 'gettato', 'subito', 'la', 'spugna', '.']"
Gettare la spugna,Avete gettato tutt* la spugna?,idiom,0.75,3,1,0,"[1, 4, 5]","['gettato', 'la', 'spugna']","['avere', 'gettare', 'tutt', '[SYMBOL]', 'la', 'spugna', '?']","['Avete', 'gettato', 'tutt', '*', 'la', 'spugna', '?']"
Gettare la spugna,Avete già gettato la spugna?,idiom,0.75,3,1,0,"[2, 3, 4]","['gettato', 'la', 'spugna']","['avere', 'già', 'gettare', 'la', 'spugna', '?']","['Avete', 'già', 'gettato', 'la', 'spugna', '?']"
Gettare la spugna,"Aveva davvero scritto su un foglio ""non gettare la spugna a terra"".",nonidiom,0.3333333333333333,1,2,0,"[8, 9, 10]","['gettare', 'la', 'spugna']","['avere', 'davvero', 'scrivere', 'su', 'un', 'foglio', '""', 'non', 'gettare', 'la', 'spugna', 'a', 'terra', '""', '.']","['Aveva', 'davvero', 'scritto', 'su', 'un', 'foglio', '""', 'non', 'gettare', 'la', 'spugna', 'a', 'terra', '""', '.']"
Gettare la spugna,Avoja di gettare la spugna quando ai tratta di competere contro di me,idiom,0.6666666666666666,2,1,0,"[2, 3, 4]","['gettare', 'la', 'spugna']","['Avoja', 'di', 'gettare', 'la', 'spugna', 'quando', 'al', 'tratta', 'di', 'competere', 'contro', 'di', 'me']","['Avoja', 'di', 'gettare', 'la', 'spugna', 'quando', 'ai', 'tratta', 'di', 'competere', 'contro', 'di', 'me']"
Gettare la spugna,"Basta gettare la spugna, prendi in mano la tua vita!",idiom,1.0,4,0,0,"[1, 2, 3]","['gettare', 'la', 'spugna']","['bastare', 'gettare', 'la', 'spugna', ',', 'prendere', 'in', 'mano', 'la', 'tuo', 'vita', '!']","['Basta', 'gettare', 'la', 'spugna', ',', 'prendi', 'in', 'mano', 'la', 'tua', 'vita', '!']"
Gettare la spugna,"Basta, non gettare ancora una volta la spugna",idiom,0.75,3,1,0,"[3, 7, 8]","['gettare', 'la', 'spugna']","['bastare', ',', 'non', 'gettare', 'ancora', 'una', 'volta', 'la', 'spugna']","['Basta', ',', 'non', 'gettare', 'ancora', 'una', 'volta', 'la', 'spugna']"
Gettare la spugna,Bisogna gettare la spugna nel sapone con pH neutro per un'ottima detersione,nonidiom,1.0,3,0,0,"[1, 2, 3]","['gettare', 'la', 'spugna']","['bisognare', 'gettare', 'la', 'spugna', 'nel', 'sapone', 'con', 'pH', 'neutro', 'per', ""un'"", 'buono', 'detersione']","['Bisogna', 'gettare', 'la', 'spugna', 'nel', 'sapone', 'con', 'pH', 'neutro', 'per', ""un'"", 'ottima', 'detersione']"
Gettare la spugna,Bisogna gettare la spugna nella pattumiera,idiom,0.3333333333333333,1,2,0,"[1, 2, 3]","['gettare', 'la', 'spugna']","['bisognare', 'gettare', 'la', 'spugna', 'nella', 'pattumiera']","['Bisogna', 'gettare', 'la', 'spugna', 'nella', 'pattumiera']"
Gettare la spugna,Bisogna gettare la spugna nello sgrasstaore,nonidiom,1.0,3,0,0,"[1, 2, 3]","['gettare', 'la', 'spugna']","['bisognare', 'gettare', 'la', 'spugna', 'nel', 'sgrasstaore']","['Bisogna', 'gettare', 'la', 'spugna', 'nello', 'sgrasstaore']"
Gettare la spugna,Bisogna gettare la spugna se si è consumata,nonidiom,0.5,2,2,0,"[1, 2, 3]","['gettare', 'la', 'spugna']","['bisognare', 'gettare', 'la', 'spugna', 'se', 'si', 'essere', 'consumare']","['Bisogna', 'gettare', 'la', 'spugna', 'se', 'si', 'è', 'consumata']"
Gettare la spugna,Bisogna gettare la spugna solo quando è il momento,idiom,0.75,3,1,0,"[1, 2, 3]","['gettare', 'la', 'spugna']","['bisognare', 'gettare', 'la', 'spugna', 'solo', 'quando', 'essere', 'il', 'momento']","['Bisogna', 'gettare', 'la', 'spugna', 'solo', 'quando', 'è', 'il', 'momento']"
Gettare la spugna,Bisogna gettare sempre la spugna quando si consuma,nonidiom,0.6666666666666666,2,1,0,"[1, 3, 4]","['gettare', 'la', 'spugna']","['bisognare', 'gettare', 'sempre', 'la', 'spugna', 'quando', 'si', 'consumare']","['Bisogna', 'gettare', 'sempre', 'la', 'spugna', 'quando', 'si', 'consuma']"
Gettare la spugna,Bisogna lottare e non gettare la spugna,idiom,0.8,4,1,0,"[4, 5, 6]","['gettare', 'la', 'spugna']","['bisognare', 'lottare', 'e', 'non', 'gettare', 'la', 'spugna']","['Bisogna', 'lottare', 'e', 'non', 'gettare', 'la', 'spugna']"
Gettare la spugna,"Bon voyage, è ora di gettare la spugna",idiom,0.6666666666666666,2,1,0,"[6, 7, 8]","['gettare', 'la', 'spugna']","['Bon', 'voyage', ',', 'essere', 'ora', 'di', 'gettare', 'la', 'spugna']","['Bon', 'voyage', ',', 'è', 'ora', 'di', 'gettare', 'la', 'spugna']"
Gettare la spugna,Buonanotte e non gettate la spugna,idiom,1.0,4,0,0,"[3, 4, 5]","['gettate', 'la', 'spugna']","['Buonanotte', 'e', 'non', 'gettare', 'la', 'spugna']","['Buonanotte', 'e', 'non', 'gettate', 'la', 'spugna']"
Gettare la spugna,"C'era quasi, eppure ha preferito gettare la spugna.",idiom,0.6666666666666666,2,1,0,"[7, 8, 9]","['gettare', 'la', 'spugna']","[""c'"", 'essere', 'quasi', ',', 'eppure', 'avere', 'preferire', 'gettare', 'la', 'spugna', '.']","[""C'"", 'era', 'quasi', ',', 'eppure', 'ha', 'preferito', 'gettare', 'la', 'spugna', '.']"
Gettare la spugna,Camilla accidentalmente ha gettato la spugna che le ho comprato.,nonidiom,1.0,4,0,0,"[3, 4, 5]","['gettato', 'la', 'spugna']","['Camilla', 'accidentalmente', 'avere', 'gettare', 'la', 'spugna', 'che', 'le', 'avere', 'comprare', '.']","['Camilla', 'accidentalmente', 'ha', 'gettato', 'la', 'spugna', 'che', 'le', 'ho', 'comprato', '.']"
Gettare la spugna,Camilla basta gettare le spugne nel gabinetto!,nonidiom,0.5,1,1,0,"[2, 3, 4]","['gettare', 'le', 'spugne']","['Camilla', 'bastare', 'gettare', 'la', 'spugna', 'nel', 'gabinetto', '!']","['Camilla', 'basta', 'gettare', 'le', 'spugne', 'nel', 'gabinetto', '!']"
Gettare la spugna,Camilla gettò felicemente la spugna riguardo il suo ormai ex.,nonidiom,0.6666666666666666,2,1,0,"[1, 3, 4]","['gettò', 'la', 'spugna']","['Camilla', 'gettare', 'felicemente', 'la', 'spugna', 'riguardo', 'il', 'suo', 'ormai', 'ex', '.']","['Camilla', 'gettò', 'felicemente', 'la', 'spugna', 'riguardo', 'il', 'suo', 'ormai', 'ex', '.']"
Gettare la spugna,Camilla non getta mai la spugna in amore.,idiom,1.0,3,0,0,"[2, 4, 5]","['getta', 'la', 'spugna']","['Camilla', 'non', 'gettare', 'mai', 'la', 'spugna', 'in', 'amore', '.']","['Camilla', 'non', 'getta', 'mai', 'la', 'spugna', 'in', 'amore', '.']"
Gettare la spugna,"Camilla non gettare la spugna, siamo tutti con te!",idiom,0.6666666666666666,2,1,0,"[2, 3, 4]","['gettare', 'la', 'spugna']","['Camilla', 'non', 'gettare', 'la', 'spugna', ',', 'essere', 'tutti', 'con', 'te', '!']","['Camilla', 'non', 'gettare', 'la', 'spugna', ',', 'siamo', 'tutti', 'con', 'te', '!']"
Gettare la spugna,Camilla non smette di gettare le spugne rovinate.,nonidiom,0.75,3,1,0,"[4, 5, 6]","['gettare', 'le', 'spugne']","['Camilla', 'non', 'smettere', 'di', 'gettare', 'la', 'spugna', 'rovinare', '.']","['Camilla', 'non', 'smette', 'di', 'gettare', 'le', 'spugne', 'rovinate', '.']"
Gettare la spugna,Camilla non vuole saperne di gettare la spugna.,idiom,0.6666666666666666,2,1,0,"[5, 6, 7]","['gettare', 'la', 'spugna']","['Camilla', 'non', 'volere', 'sapere', 'di', 'gettare', 'la', 'spugna', '.']","['Camilla', 'non', 'vuole', 'saperne', 'di', 'gettare', 'la', 'spugna', '.']"
Gettare la spugna,Camilla spesso vuole gettare la spugna per la stanchezza.,idiom,0.6666666666666666,2,1,0,"[3, 4, 5]","['gettare', 'la', 'spugna']","['Camilla', 'spesso', 'volere', 'gettare', 'la', 'spugna', 'per', 'la', 'stanchezza', '.']","['Camilla', 'spesso', 'vuole', 'gettare', 'la', 'spugna', 'per', 'la', 'stanchezza', '.']"
Gettare la spugna,Capite che dovreste gettare voi la spugna?,idiom,1.0,3,0,0,"[3, 5, 6]","['gettare', 'la', 'spugna']","['Capite', 'che', 'dovere', 'gettare', 'voi', 'la', 'spugna', '?']","['Capite', 'che', 'dovreste', 'gettare', 'voi', 'la', 'spugna', '?']"
Gettare la spugna,"Cara Camilla, non meravigliarti se non getteremo tutti la spugna",idiom,1.0,3,0,0,"[7, 9, 10]","['getteremo', 'la', 'spugna']","['caro', 'Camilla', ',', 'non', 'meravigliare', 'se', 'non', 'gettare', 'tutti', 'la', 'spugna']","['Cara', 'Camilla', ',', 'non', 'meravigliarti', 'se', 'non', 'getteremo', 'tutti', 'la', 'spugna']"
Gettare la spugna,"Ce la posso fare, non getterò proprio ora la spugna!",idiom,1.0,4,0,0,"[6, 9, 10]","['getterò', 'la', 'spugna']","['ce', 'la', 'potere', 'fare', ',', 'non', 'gettare', 'proprio', 'ora', 'la', 'spugna', '!']","['Ce', 'la', 'posso', 'fare', ',', 'non', 'getterò', 'proprio', 'ora', 'la', 'spugna', '!']"
Gettare la spugna,Cheffftony chi sei getta la spugna,idiom,0.6666666666666666,2,1,0,"[3, 4, 5]","['getta', 'la', 'spugna']","['Cheffftony', 'chi', 'essere', 'gettare', 'la', 'spugna']","['Cheffftony', 'chi', 'sei', 'getta', 'la', 'spugna']"
Gettare la spugna,Cheffftony devi gettare la spugna o ti segnalo i suggerimenti,idiom,1.0,3,0,0,"[2, 3, 4]","['gettare', 'la', 'spugna']","['Cheffftony', 'deviare', 'gettare', 'la', 'spugna', 'o', 'ti', 'segnalare', 'il', 'suggerimento']","['Cheffftony', 'devi', 'gettare', 'la', 'spugna', 'o', 'ti', 'segnalo', 'i', 'suggerimenti']"
Gettare la spugna,"Cheffftony getta la spugna, ora.",idiom,0.6666666666666666,2,1,0,"[1, 2, 3]","['getta', 'la', 'spugna']","['Cheffftony', 'gettare', 'la', 'spugna', ',', 'ora', '.']","['Cheffftony', 'getta', 'la', 'spugna', ',', 'ora', '.']"
Gettare la spugna,Cheffftony se mi dici chi sei getterò la spugna,idiom,0.5,1,1,0,"[6, 7, 8]","['getterò', 'la', 'spugna']","['Cheffftony', 'se', 'mi', 'dire', 'chi', 'essere', 'gettare', 'la', 'spugna']","['Cheffftony', 'se', 'mi', 'dici', 'chi', 'sei', 'getterò', 'la', 'spugna']"
Gettare la spugna,Cheffftony se proprio non vuoi gettare la spugna almeno dicci chi sei,idiom,0.5,1,1,0,"[5, 6, 7]","['gettare', 'la', 'spugna']","['Cheffftony', 'se', 'proprio', 'non', 'volere', 'gettare', 'la', 'spugna', 'almeno', 'dicci', 'chi', 'essere']","['Cheffftony', 'se', 'proprio', 'non', 'vuoi', 'gettare', 'la', 'spugna', 'almeno', 'dicci', 'chi', 'sei']"
Gettare la spugna,"Cheffftony, getta la spugna!",idiom,0.6666666666666666,2,1,0,"[2, 3, 4]","['getta', 'la', 'spugna']","['Cheffftony', ',', 'gettare', 'la', 'spugna', '!']","['Cheffftony', ',', 'getta', 'la', 'spugna', '!']"
Gettare la spugna,"Cheffftony, non so chi tu sia, ma ti conviene gettare la spugna e retrocedere nella classifica se non vuoi avere problemi",idiom,0.3333333333333333,1,2,0,"[11, 12, 13]","['gettare', 'la', 'spugna']","['Cheffftony', ',', 'non', 'sapere', 'chi', 'tu', 'essere', ',', 'ma', 'ti', 'convenire', 'gettare', 'la', 'spugna', 'e', 'retrocedere', 'nella', 'classifica', 'se', 'non', 'volere', 'avere', 'problema']","['Cheffftony', ',', 'non', 'so', 'chi', 'tu', 'sia', ',', 'ma', 'ti', 'conviene', 'gettare', 'la', 'spugna', 'e', 'retrocedere', 'nella', 'classifica', 'se', 'non', 'vuoi', 'avere', 'problemi']"
Gettare la spugna,Chefftony da dove getti la spugna?,nonidiom,0.6666666666666666,2,1,0,"[3, 4, 5]","['getti', 'la', 'spugna']","['Chefftony', 'da', 'dove', 'gettare', 'la', 'spugna', '?']","['Chefftony', 'da', 'dove', 'getti', 'la', 'spugna', '?']"
Gettare la spugna,Chi getta la spugna non merita il mio supporto,idiom,1.0,3,0,0,"[1, 2, 3]","['getta', 'la', 'spugna']","['chi', 'gettare', 'la', 'spugna', 'non', 'meritare', 'il', 'mio', 'supporto']","['Chi', 'getta', 'la', 'spugna', 'non', 'merita', 'il', 'mio', 'supporto']"
Gettare la spugna,Chi ha gettato la spugna si trova all'ultimo post,idiom,1.0,3,0,0,"[2, 3, 4]","['gettato', 'la', 'spugna']","['chi', 'avere', 'gettare', 'la', 'spugna', 'si', 'trovare', ""all'"", 'ultimo', 'post']","['Chi', 'ha', 'gettato', 'la', 'spugna', 'si', 'trova', ""all'"", 'ultimo', 'post']"
Gettare la spugna,Chi è che ha appena gettato la spugna?,idiom,0.5,2,2,0,"[5, 6, 7]","['gettato', 'la', 'spugna']","['chi', 'essere', 'che', 'avere', 'appena', 'gettare', 'la', 'spugna', '?']","['Chi', 'è', 'che', 'ha', 'appena', 'gettato', 'la', 'spugna', '?']"
Gettare la spugna,Chi è l'incivile che ha gettato la spugna a terra?,nonidiom,0.6,3,2,0,"[6, 7, 8]","['gettato', 'la', 'spugna']","['chi', 'essere', ""l'"", 'incivile', 'che', 'avere', 'gettare', 'la', 'spugna', 'a', 'terra', '?']","['Chi', 'è', ""l'"", 'incivile', 'che', 'ha', 'gettato', 'la', 'spugna', 'a', 'terra', '?']"
Gettare la spugna,Chi è stato a gettare la mia spugna nella pattumiera?,nonidiom,0.0,0,2,0,"[4, 5, 7]","['gettare', 'la', 'spugna']","['chi', 'essere', 'essere', 'a', 'gettare', 'la', 'mio', 'spugna', 'nella', 'pattumiera', '?']","['Chi', 'è', 'stato', 'a', 'gettare', 'la', 'mia', 'spugna', 'nella', 'pattumiera', '?']"
Gettare la spugna,"Claudia e Giuseppe, vi conviene gettare la spugna oggi perché vincerò io",idiom,0.8,4,1,0,"[6, 7, 8]","['gettare', 'la', 'spugna']","['Claudia', 'e', 'Giuseppe', ',', 'vi', 'convenire', 'gettare', 'la', 'spugna', 'oggi', 'perché', 'vincere', 'io']","['Claudia', 'e', 'Giuseppe', ',', 'vi', 'conviene', 'gettare', 'la', 'spugna', 'oggi', 'perché', 'vincerò', 'io']"
Gettare la spugna,Claudia ha davvero gettato la spugna oggi.,idiom,0.3333333333333333,1,2,0,"[3, 4, 5]","['gettato', 'la', 'spugna']","['Claudia', 'avere', 'davvero', 'gettare', 'la', 'spugna', 'oggi', '.']","['Claudia', 'ha', 'davvero', 'gettato', 'la', 'spugna', 'oggi', '.']"
Gettare la spugna,Come hai gettato la spugna così facilmente?,idiom,0.3333333333333333,1,2,0,"[2, 3, 4]","['gettato', 'la', 'spugna']","['come', 'avere', 'gettare', 'la', 'spugna', 'così', 'facilmente', '?']","['Come', 'hai', 'gettato', 'la', 'spugna', 'così', 'facilmente', '?']"
Gettare la spugna,Come puoi gettare la spugna senza nemmeno aver provato?,idiom,0.6666666666666666,2,0,1,"[2, 3, 4]","['gettare', 'la', 'spugna']","['come', 'potere', 'gettare', 'la', 'spugna', 'senza', 'nemmeno', 'avere', 'provare', '?']","['Come', 'puoi', 'gettare', 'la', 'spugna', 'senza', 'nemmeno', 'aver', 'provato', '?']"
Gettare la spugna,"Con determinazione e senza gettare la spugna, sto salendo in classifica",idiom,1.0,5,0,0,"[4, 5, 6]","['gettare', 'la', 'spugna']","['con', 'determinazione', 'e', 'senza', 'gettare', 'la', 'spugna', ',', 'stare', 'salire', 'in', 'classifica']","['Con', 'determinazione', 'e', 'senza', 'gettare', 'la', 'spugna', ',', 'sto', 'salendo', 'in', 'classifica']"
Gettare la spugna,Con un secondo posto posso dire di non aver gettato la spugna.,idiom,0.5,1,1,0,"[9, 10, 11]","['gettato', 'la', 'spugna']","['con', 'un', 'secondo', 'posto', 'potere', 'dire', 'di', 'non', 'avere', 'gettare', 'la', 'spugna', '.']","['Con', 'un', 'secondo', 'posto', 'posso', 'dire', 'di', 'non', 'aver', 'gettato', 'la', 'spugna', '.']"
Gettare la spugna,Continua a votarmi e non gettare la spugna,idiom,1.0,3,0,0,"[5, 6, 7]","['gettare', 'la', 'spugna']","['continuare', 'a', 'votare', 'e', 'non', 'gettare', 'la', 'spugna']","['Continua', 'a', 'votarmi', 'e', 'non', 'gettare', 'la', 'spugna']"
Gettare la spugna,Continuando a gettare le spugne nel gabinetto inquini l'ambiente.,nonidiom,0.3333333333333333,1,2,0,"[2, 3, 4]","['gettare', 'le', 'spugne']","['continuare', 'a', 'gettare', 'la', 'spugna', 'nel', 'gabinetto', 'inquinare', ""l'"", 'ambiente', '.']","['Continuando', 'a', 'gettare', 'le', 'spugne', 'nel', 'gabinetto', 'inquini', ""l'"", 'ambiente', '.']"
Gettare la spugna,Continuerò a non gettare la spugna davanti agli ostacoli della vita.,idiom,0.6666666666666666,2,1,0,"[3, 4, 5]","['gettare', 'la', 'spugna']","['continuare', 'a', 'non', 'gettare', 'la', 'spugna', 'davanti', 'al', 'ostacolo', 'della', 'vita', '.']","['Continuerò', 'a', 'non', 'gettare', 'la', 'spugna', 'davanti', 'agli', 'ostacoli', 'della', 'vita', '.']"
Gettare la spugna,Corinna mi convince sempre più a non gettare la spugna.,idiom,0.6666666666666666,2,1,0,"[7, 8, 9]","['gettare', 'la', 'spugna']","['Corinna', 'mi', 'convincere', 'sempre', 'più', 'a', 'non', 'gettare', 'la', 'spugna', '.']","['Corinna', 'mi', 'convince', 'sempre', 'più', 'a', 'non', 'gettare', 'la', 'spugna', '.']"
Gettare la spugna,Cosa ci fa la spugna per i piatti gettata a terra?,nonidiom,0.3333333333333333,1,2,0,"[8, 3, 4]","['gettata', 'la', 'spugna']","['cosa', 'ci', 'fare', 'la', 'spugna', 'per', 'il', 'piatto', 'gettare', 'a', 'terra', '?']","['Cosa', 'ci', 'fa', 'la', 'spugna', 'per', 'i', 'piatti', 'gettata', 'a', 'terra', '?']"
Gettare la spugna,"Credete che suggerendomi di non gettare la spugna, io lo faccia davvero?",idiom,1.0,3,0,0,"[5, 6, 7]","['gettare', 'la', 'spugna']","['credere', 'che', 'suggerire', 'di', 'non', 'gettare', 'la', 'spugna', ',', 'io', 'lo', 'fare', 'davvero', '?']","['Credete', 'che', 'suggerendomi', 'di', 'non', 'gettare', 'la', 'spugna', ',', 'io', 'lo', 'faccia', 'davvero', '?']"
Gettare la spugna,Credevate di farmi gettare la spugna ragazzi?,idiom,1.0,4,0,0,"[3, 4, 5]","['gettare', 'la', 'spugna']","['credere', 'di', 'fare', 'gettare', 'la', 'spugna', 'ragazzo', '?']","['Credevate', 'di', 'farmi', 'gettare', 'la', 'spugna', 'ragazzi', '?']"
Gettare la spugna,Credi che con questi esempi elaborati getterò la spugna?,idiom,0.5,1,1,0,"[6, 7, 8]","['getterò', 'la', 'spugna']","['credere', 'che', 'con', 'questo', 'esempio', 'elaborare', 'gettare', 'la', 'spugna', '?']","['Credi', 'che', 'con', 'questi', 'esempi', 'elaborati', 'getterò', 'la', 'spugna', '?']"
